CameraID,Timestamp,MotionDetected,Duration,Area,HomeState
CAM_002,2025-12-30 08:14:06,True,3,Backyard,Home
CAM_001,2025-12-30 06:47:06,True,56,Driveway,Away
CAM_003,2025-12-30 03:56:06,True,240,Living Room,Away
CAM_004,2025-12-30 02:03:06,False,224,Backyard,Away
CAM_004,2025-12-29 23:02:06,True,23,Garage,Home
CAM_004,2025-12-29 22:42:06,False,44,Garage,Home
CAM_002,2025-12-30 12:09:06,True,239,Front Door,Away
CAM_002,2025-12-29 23:55:06,True,44,Front Door,Home
CAM_004,2025-12-30 12:18:06,True,33,Living Room,Home
CAM_003,2025-12-30 04:32:06,True,45,Backyard,Home
CAM_003,2025-12-30 11:27:06,True,25,Backyard,Home
CAM_004,2025-12-30 08:06:06,True,57,Driveway,Away
CAM_004,2025-12-29 20:17:06,True,43,Backyard,Away
CAM_004,2025-12-30 06:41:06,True,223,Driveway,Away
CAM_003,2025-12-30 08:53:06,True,23,Front Door,Home
CAM_001,2025-12-30 05:22:06,True,78,Driveway,Away
CAM_001,2025-12-30 04:55:06,True,24,Garage,Home
CAM_001,2025-12-30 07:28:06,True,33,Front Door,Home
CAM_001,2025-12-30 09:30:06,True,16,Living Room,Home
CAM_001,2025-12-30 08:33:06,True,22,Living Room,Home
CAM_001,2025-12-30 09:04:06,False,33,Living Room,Home
CAM_003,2025-12-30 08:53:06,False,19,Garage,Away
CAM_004,2025-12-30 08:42:06,True,61,Backyard,Away
CAM_003,2025-12-30 10:19:06,False,22,Garage,Home
CAM_004,2025-12-30 07:31:06,False,48,Living Room,Away
CAM_003,2025-12-30 07:54:06,True,50,Backyard,Away
CAM_003,2025-12-29 20:57:06,True,170,Front Door,Away
CAM_004,2025-12-30 07:53:06,True,42,Backyard,Home
CAM_004,2025-12-29 21:22:06,True,20,Driveway,Home
CAM_003,2025-12-30 02:20:06,True,188,Garage,Away
CAM_002,2025-12-30 11:03:06,True,173,Driveway,Away
CAM_002,2025-12-30 04:27:06,False,44,Garage,Home
CAM_001,2025-12-30 10:34:06,False,6,Garage,Home
CAM_004,2025-12-30 02:40:06,True,37,Living Room,Home
CAM_004,2025-12-30 04:46:06,False,235,Front Door,Away
CAM_001,2025-12-30 04:34:06,True,167,Living Room,Away
CAM_004,2025-12-30 10:32:06,True,225,Backyard,Away
CAM_004,2025-12-29 22:56:06,True,2,Backyard,Home
CAM_004,2025-12-29 23:03:06,False,119,Front Door,Away
CAM_002,2025-12-29 23:53:06,True,182,Garage,Away
CAM_002,2025-12-30 08:02:06,True,79,Garage,Away
CAM_004,2025-12-29 20:08:06,True,5,Driveway,Home
CAM_002,2025-12-29 20:51:06,False,12,Garage,Home
CAM_003,2025-12-29 21:21:06,True,12,Driveway,Home
CAM_002,2025-12-30 00:23:06,True,1,Front Door,Home
CAM_001,2025-12-30 06:38:06,True,19,Backyard,Home
CAM_004,2025-12-30 08:32:06,False,260,Garage,Away
CAM_003,2025-12-30 00:49:06,True,28,Driveway,Home
CAM_001,2025-12-30 00:22:06,False,223,Front Door,Away
CAM_004,2025-12-30 09:05:06,True,17,Living Room,Home
CAM_001,2025-12-29 22:15:06,True,62,Living Room,Away
CAM_004,2025-12-29 20:06:06,True,13,Backyard,Home
CAM_003,2025-12-29 21:46:06,True,111,Front Door,Away
CAM_001,2025-12-30 07:46:06,True,243,Garage,Away
CAM_001,2025-12-30 06:35:06,True,8,Driveway,Home
CAM_003,2025-12-29 22:02:06,False,23,Backyard,Home
CAM_003,2025-12-30 00:48:06,False,205,Garage,Away
CAM_002,2025-12-30 00:16:06,False,20,Garage,Home
CAM_001,2025-12-30 00:31:06,True,44,Living Room,Home
CAM_003,2025-12-30 05:38:06,True,18,Garage,Home
CAM_002,2025-12-29 21:27:06,False,12,Front Door,Home
CAM_004,2025-12-30 00:42:06,True,7,Front Door,Home
CAM_002,2025-12-29 21:16:06,True,13,Living Room,Home
CAM_003,2025-12-30 12:16:06,True,39,Front Door,Home
CAM_004,2025-12-30 00:17:06,True,160,Driveway,Away
CAM_001,2025-12-30 08:26:06,True,299,Front Door,Away
CAM_001,2025-12-30 11:01:06,True,28,Backyard,Home
CAM_004,2025-12-30 07:03:06,True,74,Living Room,Away
CAM_001,2025-12-29 22:41:06,False,19,Driveway,Home
CAM_004,2025-12-30 01:26:06,False,74,Living Room,Away
CAM_002,2025-12-29 22:02:06,True,17,Front Door,Home
CAM_001,2025-12-30 04:38:06,True,247,Garage,Away
CAM_004,2025-12-30 06:28:06,True,190,Backyard,Away
CAM_003,2025-12-30 00:49:06,True,43,Living Room,Home
CAM_002,2025-12-30 00:41:06,True,21,Front Door,Home
CAM_001,2025-12-30 07:40:06,False,226,Front Door,Away
CAM_002,2025-12-30 03:23:06,True,1,Living Room,Home
CAM_002,2025-12-30 03:35:06,True,3,Garage,Home
CAM_004,2025-12-29 21:11:06,True,285,Backyard,Away
CAM_002,2025-12-30 09:21:06,True,3,Garage,Home
CAM_002,2025-12-30 04:17:06,True,63,Front Door,Away
CAM_004,2025-12-29 23:01:06,True,44,Backyard,Home
CAM_001,2025-12-30 08:56:06,True,81,Backyard,Away
CAM_003,2025-12-30 02:44:06,True,40,Front Door,Home
CAM_002,2025-12-30 11:14:06,False,239,Front Door,Away
CAM_001,2025-12-30 09:00:06,False,19,Living Room,Home
CAM_001,2025-12-30 08:13:06,False,77,Front Door,Away
CAM_002,2025-12-30 08:08:06,False,150,Living Room,Away
CAM_002,2025-12-30 02:04:06,True,45,Driveway,Home
CAM_004,2025-12-30 10:47:06,False,42,Front Door,Home
CAM_004,2025-12-30 05:03:06,True,9,Garage,Home
CAM_002,2025-12-30 03:49:06,True,35,Backyard,Home
CAM_003,2025-12-30 02:21:06,True,40,Garage,Home
CAM_003,2025-12-30 12:24:06,True,22,Driveway,Home
CAM_001,2025-12-30 07:29:06,True,17,Backyard,Away
CAM_003,2025-12-29 20:19:06,True,240,Backyard,Away
CAM_002,2025-12-30 02:18:06,False,21,Driveway,Home
CAM_004,2025-12-30 08:57:06,True,23,Driveway,Home
CAM_004,2025-12-30 09:19:06,False,45,Garage,Home
CAM_003,2025-12-30 06:42:06,True,274,Backyard,Away
CAM_002,2025-12-30 11:28:06,False,13,Garage,Home
CAM_004,2025-12-29 20:45:06,True,41,Backyard,Home
CAM_003,2025-12-30 05:28:06,True,53,Driveway,Away
CAM_001,2025-12-30 01:36:06,True,161,Front Door,Away
CAM_003,2025-12-30 05:17:06,False,168,Front Door,Away
CAM_001,2025-12-30 01:35:06,True,83,Living Room,Away
CAM_001,2025-12-30 10:48:06,True,40,Garage,Home
CAM_002,2025-12-30 02:59:06,True,178,Garage,Away
CAM_004,2025-12-30 02:42:06,True,31,Garage,Home
CAM_004,2025-12-29 23:12:06,True,233,Backyard,Away
CAM_003,2025-12-30 03:13:06,True,85,Living Room,Away
CAM_004,2025-12-30 02:34:06,True,148,Driveway,Away
CAM_001,2025-12-30 12:08:06,True,43,Living Room,Home
CAM_003,2025-12-30 09:18:06,False,152,Driveway,Away
CAM_004,2025-12-29 20:16:06,False,277,Garage,Away
CAM_001,2025-12-30 08:28:06,True,255,Living Room,Away
CAM_004,2025-12-29 22:55:06,False,4,Backyard,Home
CAM_004,2025-12-29 20:14:06,True,134,Front Door,Away
CAM_004,2025-12-30 09:20:06,True,20,Living Room,Home
CAM_002,2025-12-30 03:09:06,False,25,Front Door,Home
CAM_003,2025-12-30 08:07:06,False,293,Front Door,Away
CAM_002,2025-12-29 23:56:06,True,26,Garage,Home
CAM_001,2025-12-29 23:08:06,False,14,Garage,Away
CAM_001,2025-12-30 11:12:06,True,123,Front Door,Away
CAM_002,2025-12-30 09:38:06,False,18,Driveway,Home
CAM_004,2025-12-30 00:35:06,True,172,Driveway,Away
CAM_001,2025-12-30 11:54:06,True,212,Garage,Away
CAM_002,2025-12-30 00:15:06,True,90,Backyard,Away
CAM_001,2025-12-30 01:02:06,True,36,Backyard,Away
CAM_001,2025-12-30 12:34:06,True,87,Front Door,Away
CAM_003,2025-12-30 11:52:06,True,291,Garage,Away
CAM_004,2025-12-30 09:03:06,False,1,Driveway,Home
CAM_002,2025-12-30 08:42:06,True,6,Front Door,Home
CAM_002,2025-12-29 21:41:06,True,37,Garage,Away
CAM_003,2025-12-30 08:52:06,True,10,Driveway,Home
CAM_002,2025-12-30 09:23:06,False,29,Backyard,Away
CAM_003,2025-12-30 11:59:06,False,37,Backyard,Home
CAM_003,2025-12-29 22:20:06,False,114,Garage,Away
CAM_003,2025-12-30 10:25:06,True,23,Living Room,Home
CAM_004,2025-12-30 04:20:06,True,203,Backyard,Away
CAM_003,2025-12-30 07:53:06,True,43,Driveway,Home
CAM_004,2025-12-30 07:46:06,False,22,Backyard,Home
CAM_003,2025-12-30 06:22:06,True,42,Driveway,Home
CAM_003,2025-12-30 11:40:06,True,87,Garage,Away
CAM_001,2025-12-30 01:20:06,False,35,Garage,Home
CAM_004,2025-12-29 23:06:06,True,1,Front Door,Home
CAM_002,2025-12-30 00:29:06,True,30,Front Door,Home
CAM_002,2025-12-30 11:44:06,True,36,Garage,Home
CAM_001,2025-12-30 10:04:06,True,34,Driveway,Home
CAM_002,2025-12-30 11:22:06,True,295,Garage,Away
CAM_001,2025-12-30 02:49:06,True,38,Front Door,Home
CAM_003,2025-12-30 12:09:06,True,45,Garage,Home
CAM_004,2025-12-29 20:23:06,True,23,Front Door,Home
CAM_004,2025-12-30 04:12:06,False,18,Living Room,Home
CAM_003,2025-12-30 08:25:06,True,85,Front Door,Away
CAM_001,2025-12-30 02:52:06,True,33,Front Door,Home
CAM_004,2025-12-30 03:26:06,True,47,Front Door,Away
CAM_004,2025-12-30 07:38:06,True,250,Driveway,Away
CAM_001,2025-12-29 22:29:06,False,37,Driveway,Home
CAM_002,2025-12-29 21:17:06,True,28,Driveway,Away
CAM_003,2025-12-30 03:44:06,True,6,Living Room,Home
CAM_001,2025-12-30 06:37:06,True,222,Front Door,Away
CAM_004,2025-12-30 05:15:06,True,7,Front Door,Home
CAM_004,2025-12-30 09:32:06,True,194,Driveway,Away
CAM_002,2025-12-30 06:49:06,True,22,Garage,Away
CAM_001,2025-12-29 23:11:06,True,35,Front Door,Home
CAM_002,2025-12-30 00:49:06,True,156,Front Door,Away
CAM_004,2025-12-30 00:29:06,True,5,Driveway,Home
CAM_003,2025-12-30 00:07:06,True,251,Backyard,Away
CAM_003,2025-12-30 11:33:06,False,9,Garage,Home
CAM_003,2025-12-30 05:47:06,True,144,Garage,Away
CAM_001,2025-12-30 06:47:06,False,37,Front Door,Home
CAM_004,2025-12-30 10:16:06,True,26,Living Room,Home
CAM_003,2025-12-29 22:54:06,True,204,Backyard,Away
CAM_001,2025-12-29 20:51:06,True,44,Garage,Home
CAM_001,2025-12-30 01:29:06,True,202,Driveway,Away
CAM_003,2025-12-30 06:55:06,True,26,Living Room,Home
CAM_002,2025-12-30 02:46:06,True,27,Living Room,Away
CAM_002,2025-12-30 09:21:06,False,18,Driveway,Home
CAM_001,2025-12-30 00:47:06,True,21,Backyard,Home
CAM_004,2025-12-29 22:51:06,True,129,Living Room,Away
CAM_002,2025-12-30 07:48:06,False,62,Driveway,Away
CAM_002,2025-12-30 07:29:06,True,7,Driveway,Home
CAM_004,2025-12-29 21:03:06,True,1,Front Door,Home
CAM_004,2025-12-29 20:11:06,True,182,Garage,Away
CAM_002,2025-12-30 10:03:06,True,68,Living Room,Away
CAM_001,2025-12-30 12:04:06,True,2,Driveway,Home
CAM_001,2025-12-30 08:02:06,True,251,Backyard,Away
CAM_004,2025-12-30 01:15:06,True,28,Garage,Home
CAM_004,2025-12-30 11:06:06,True,285,Front Door,Away
CAM_002,2025-12-29 22:41:06,True,5,Front Door,Home
CAM_003,2025-12-30 11:08:06,False,5,Driveway,Home
CAM_004,2025-12-30 00:09:06,True,42,Backyard,Home
CAM_004,2025-12-29 21:37:06,True,206,Garage,Away
CAM_002,2025-12-30 08:19:06,False,38,Garage,Home
CAM_001,2025-12-30 02:42:06,True,10,Driveway,Home
CAM_001,2025-12-30 07:30:06,True,26,Backyard,Home
CAM_001,2025-12-30 06:43:06,True,37,Living Room,Away
CAM_001,2025-12-29 21:56:06,True,31,Backyard,Home
CAM_001,2025-12-30 06:16:06,False,20,Backyard,Home
CAM_004,2025-12-30 03:21:06,True,34,Garage,Home
CAM_001,2025-12-30 03:59:06,False,32,Living Room,Home
CAM_003,2025-12-30 04:51:06,True,68,Backyard,Away
CAM_004,2025-12-30 07:35:06,True,33,Driveway,Home
CAM_003,2025-12-30 12:20:06,True,44,Driveway,Home
CAM_002,2025-12-30 04:58:06,True,182,Backyard,Away
CAM_003,2025-12-29 22:40:06,True,291,Living Room,Away
CAM_001,2025-12-30 08:04:06,True,17,Driveway,Away
CAM_003,2025-12-30 10:00:06,False,58,Garage,Away
CAM_003,2025-12-30 00:42:06,True,223,Backyard,Away
CAM_002,2025-12-29 21:45:06,True,10,Garage,Home
CAM_001,2025-12-29 22:59:06,True,15,Garage,Away
CAM_004,2025-12-29 22:31:06,False,275,Living Room,Away
CAM_004,2025-12-29 20:17:06,True,167,Garage,Away
CAM_003,2025-12-30 07:33:06,True,72,Backyard,Away
CAM_003,2025-12-29 20:19:06,True,160,Driveway,Away
CAM_002,2025-12-30 02:30:06,True,191,Front Door,Away
CAM_002,2025-12-30 07:03:06,False,41,Front Door,Home
CAM_002,2025-12-30 00:58:06,True,103,Front Door,Away
CAM_004,2025-12-30 07:55:06,False,13,Living Room,Home
CAM_004,2025-12-30 08:59:06,True,47,Backyard,Away
CAM_003,2025-12-29 21:39:06,True,33,Backyard,Home
CAM_003,2025-12-30 07:01:06,True,23,Garage,Away
CAM_004,2025-12-29 23:23:06,True,28,Front Door,Away
CAM_002,2025-12-30 04:38:06,True,70,Driveway,Away
CAM_001,2025-12-30 01:33:06,False,44,Backyard,Home
CAM_003,2025-12-30 00:45:06,True,37,Driveway,Home
CAM_002,2025-12-30 01:38:06,True,44,Front Door,Home
CAM_004,2025-12-30 12:06:06,True,39,Backyard,Home
CAM_002,2025-12-29 23:08:06,True,261,Living Room,Away
CAM_004,2025-12-30 09:42:06,True,41,Living Room,Away
CAM_003,2025-12-30 01:17:06,True,139,Garage,Away
CAM_004,2025-12-30 07:19:06,True,252,Garage,Away
CAM_004,2025-12-30 10:49:06,True,242,Living Room,Away
CAM_001,2025-12-29 22:18:06,False,180,Driveway,Away
CAM_001,2025-12-29 20:33:06,True,128,Backyard,Away
CAM_004,2025-12-29 23:07:06,False,33,Living Room,Home
CAM_002,2025-12-30 09:47:06,False,21,Garage,Home
CAM_004,2025-12-30 09:50:06,True,185,Living Room,Away
CAM_002,2025-12-30 05:36:06,True,229,Garage,Away
CAM_003,2025-12-30 04:02:06,True,33,Driveway,Home
CAM_004,2025-12-30 09:24:06,False,279,Front Door,Away
CAM_004,2025-12-30 03:21:06,True,39,Backyard,Home
CAM_003,2025-12-29 20:25:06,False,267,Front Door,Away
CAM_001,2025-12-30 07:59:06,True,71,Garage,Away
CAM_003,2025-12-30 11:42:06,True,35,Living Room,Home
CAM_001,2025-12-30 05:37:06,True,36,Living Room,Home
CAM_003,2025-12-30 01:49:06,False,233,Garage,Away
CAM_002,2025-12-30 08:13:06,True,27,Driveway,Home
CAM_004,2025-12-30 07:30:06,True,183,Living Room,Away
CAM_002,2025-12-30 02:50:06,True,275,Backyard,Away
CAM_004,2025-12-29 20:55:06,False,18,Garage,Home
CAM_002,2025-12-30 11:19:06,True,40,Driveway,Home
CAM_002,2025-12-30 09:18:06,True,134,Front Door,Away
CAM_003,2025-12-30 07:12:06,True,146,Driveway,Away
CAM_002,2025-12-29 20:26:06,True,151,Backyard,Away
CAM_001,2025-12-30 02:44:06,True,18,Front Door,Home
CAM_003,2025-12-30 04:19:06,True,108,Garage,Away
CAM_002,2025-12-30 06:45:06,False,4,Driveway,Home
CAM_001,2025-12-30 12:22:06,True,11,Garage,Home
CAM_001,2025-12-30 09:06:06,False,22,Front Door,Home
CAM_001,2025-12-30 00:24:06,True,31,Backyard,Home
CAM_004,2025-12-29 20:39:06,True,118,Living Room,Away
CAM_004,2025-12-30 09:07:06,False,36,Driveway,Home
CAM_002,2025-12-30 08:15:06,True,8,Backyard,Home
CAM_001,2025-12-30 02:14:06,True,95,Backyard,Away
CAM_003,2025-12-30 02:40:06,True,19,Garage,Home
CAM_002,2025-12-30 00:02:06,True,253,Garage,Away
CAM_003,2025-12-30 01:51:06,True,11,Garage,Home
CAM_003,2025-12-30 10:53:06,True,28,Front Door,Home
CAM_001,2025-12-29 20:35:06,False,40,Front Door,Home
CAM_001,2025-12-29 20:46:06,False,6,Backyard,Home
CAM_003,2025-12-30 08:44:06,False,196,Living Room,Away
CAM_001,2025-12-30 06:59:06,False,111,Living Room,Away
CAM_004,2025-12-30 04:12:06,True,27,Living Room,Home
CAM_001,2025-12-30 11:27:06,True,58,Backyard,Away
CAM_003,2025-12-29 20:00:06,True,12,Backyard,Home
CAM_002,2025-12-30 00:33:06,True,3,Driveway,Home
CAM_004,2025-12-30 03:39:06,True,34,Garage,Home
CAM_001,2025-12-29 20:51:06,False,260,Living Room,Away
CAM_001,2025-12-30 01:43:06,False,62,Living Room,Away
CAM_003,2025-12-30 11:22:06,True,60,Front Door,Away
CAM_001,2025-12-30 04:08:06,True,284,Front Door,Away
CAM_002,2025-12-30 00:56:06,False,3,Front Door,Home
CAM_001,2025-12-30 02:33:06,False,152,Backyard,Away
CAM_003,2025-12-30 05:50:06,True,32,Living Room,Home
CAM_001,2025-12-29 22:57:06,False,15,Garage,Home
CAM_003,2025-12-29 19:59:06,False,17,Living Room,Home
CAM_002,2025-12-30 06:24:06,True,257,Backyard,Away
CAM_003,2025-12-30 03:07:06,False,124,Front Door,Away
CAM_001,2025-12-30 04:57:06,True,16,Garage,Away
CAM_002,2025-12-30 08:44:06,False,242,Driveway,Away
CAM_003,2025-12-30 09:57:06,True,203,Living Room,Away
CAM_004,2025-12-30 04:11:06,True,257,Front Door,Away
CAM_002,2025-12-30 11:46:06,True,34,Garage,Home
CAM_004,2025-12-30 08:36:06,True,24,Living Room,Home
CAM_002,2025-12-29 20:39:06,False,24,Garage,Home
CAM_004,2025-12-30 05:17:06,True,15,Front Door,Home
CAM_003,2025-12-29 21:39:06,True,130,Driveway,Away
CAM_003,2025-12-30 04:36:06,False,274,Front Door,Away
CAM_002,2025-12-30 00:39:06,False,25,Front Door,Home
CAM_003,2025-12-30 02:32:06,True,1,Living Room,Home
CAM_002,2025-12-30 03:43:06,False,239,Driveway,Away
CAM_001,2025-12-30 11:01:06,True,45,Backyard,Home
CAM_003,2025-12-29 20:46:06,True,18,Driveway,Home
